date,min,max,median,q1,q3,stdev,count
2025-05-24T00:00:00.000Z,4.01,13.79,6.35,4.91,10.09,2.954,24
2025-05-25T00:00:00.000Z,0.65,5.38,1.9,1.27,2.33,1.343,24
2025-05-26T00:00:00.000Z,1.92,3.59,2.75,2.5,3.05,0.39,24
2025-05-27T00:00:00.000Z,1.96,5.71,3.47,2.58,3.78,0.922,24
2025-05-28T00:00:00.000Z,0.63,2.84,1.63,1.39,2.56,0.664,24
2025-05-29T00:00:00.000Z,1.72,9.44,3.62,2.27,4.51,1.984,24
2025-05-30T00:00:00.000Z,1.68,14.09,3.73,2.31,4.91,2.748,24
2025-05-31T00:00:00.000Z,1.75,7.48,3.44,2.79,6.15,1.835,24
2025-06-01T00:00:00.000Z,1.62,8.74,2.59,2.16,6.51,2.318,24
2025-06-02T00:00:00.000Z,1.69,3.63,2.45,2.27,2.76,0.459,24
2025-06-03T00:00:00.000Z,2.57,6.1,4.12,3.62,4.94,0.946,24
2025-06-04T00:00:00.000Z,1.64,4.54,2.31,2,2.73,0.718,24
2025-06-05T00:00:00.000Z,1.67,6.26,3.63,2.66,4.4,1.293,24
2025-06-06T00:00:00.000Z,0.65,2.57,1.65,1,2.12,0.609,24
2025-06-07T00:00:00.000Z,0.66,4.05,2.13,1.38,2.91,1.004,24
2025-06-08T00:00:00.000Z,1.12,14.08,2.09,1.78,7,3.933,24
2025-06-09T00:00:00.000Z,12.6,25.21,19.88,14.47,24.24,4.861,24
2025-06-10T00:00:00.000Z,1.08,15.84,3.62,2.27,6.6,4.11,24
2025-06-11T00:00:00.000Z,4.17,17.16,8.98,7.16,11.16,3.637,24
2025-06-12T00:00:00.000Z,5.24,22.08,13.45,7.06,17.39,5.623,24
2025-06-13T00:00:00.000Z,3.71,11.04,8.55,6.23,9.48,1.934,24
2025-06-14T00:00:00.000Z,3.24,14.28,4.76,4.3,11.15,3.833,24
2025-06-15T00:00:00.000Z,3.35,7.78,5.46,4.87,6.26,1,24
2025-06-16T00:00:00.000Z,2.18,7.87,4.82,4.37,5.2,1.34,24
2025-06-17T00:00:00.000Z,3.18,8.34,4.99,3.99,5.94,1.465,24
2025-06-18T00:00:00.000Z,3.9,11.11,6.5,5.26,8.91,2.118,24
2025-06-19T00:00:00.000Z,7.19,13.19,10.37,9.24,11.59,1.587,24
2025-06-20T00:00:00.000Z,7.22,21.93,9.4,8.13,18.13,5.307,24
2025-06-21T00:00:00.000Z,4.12,12.63,5.81,5.01,9.19,2.792,24
2025-06-22T00:00:00.000Z,1.86,13.56,4.13,3.47,6.28,2.76,24
2025-06-23T00:00:00.000Z,1.03,3.42,1.39,1.19,2.54,0.834,16
2025-06-28T00:00:00.000Z,1.51,6.89,3.05,1.91,4.83,1.608,19
2025-06-29T00:00:00.000Z,2.82,6.5,3.16,3.03,3.72,1.138,24
2025-06-30T00:00:00.000Z,3.17,5.8,4.59,3.78,5.13,0.78,24
2025-07-01T00:00:00.000Z,3.85,9.01,6.71,4.97,8.38,1.77,24
2025-07-02T00:00:00.000Z,1.2,14.64,6.18,1.49,10.71,4.767,24
2025-07-03T00:00:00.000Z,0.81,1.95,1.23,0.98,1.52,0.311,24
2025-07-04T00:00:00.000Z,1.62,4.21,2.4,2.13,3.77,0.881,24
2025-07-05T00:00:00.000Z,2.21,5.97,3.31,3.07,3.86,1.039,24
2025-07-06T00:00:00.000Z,2.38,4.41,3.52,3.21,3.99,0.52,24
2025-07-07T00:00:00.000Z,1.84,8.77,4.38,2.86,6.28,2.015,24
2025-07-08T00:00:00.000Z,1.84,6.43,2.94,2.5,3.76,1.138,24
2025-07-09T00:00:00.000Z,1.02,5.46,2.96,1.91,4.55,1.466,24
2025-07-10T00:00:00.000Z,1.14,4.43,3.1,2.2,3.89,1.012,24
2025-07-11T00:00:00.000Z,2.43,8.57,3.2,2.61,6.08,2.043,24
2025-07-12T00:00:00.000Z,2.99,13.39,3.76,3.4,5.21,2.719,24
2025-07-13T00:00:00.000Z,5.48,9.28,6.46,5.81,8.22,1.278,24
2025-07-14T00:00:00.000Z,1.57,18.01,4.34,2.52,9.02,5.035,24
2025-07-15T00:00:00.000Z,1.71,4.63,2.58,2.02,2.91,0.767,24
2025-07-16T00:00:00.000Z,1.23,5.12,3.6,2.04,3.93,1.092,24
2025-07-17T00:00:00.000Z,1.95,5.2,2.52,2.11,4.79,1.264,24
2025-07-18T00:00:00.000Z,2.97,8.68,5.81,4.8,6.57,1.488,24
2025-07-19T00:00:00.000Z,3.85,7.41,5.15,4.54,5.76,0.924,24
2025-07-20T00:00:00.000Z,0.72,6.81,3.48,1.52,5.16,2.074,24
2025-07-21T00:00:00.000Z,1.03,3.7,2.04,1.85,2.69,0.704,24
2025-07-22T00:00:00.000Z,1.67,4.76,2.61,2.33,3.45,0.822,24
2025-07-23T00:00:00.000Z,2.85,19.41,8.1,4.93,16.23,5.868,24
2025-07-24T00:00:00.000Z,5.89,17.73,9.9,7.4,15.02,4.194,24
2025-07-25T00:00:00.000Z,4.54,12.31,8.96,4.86,11.3,3.009,24
2025-07-26T00:00:00.000Z,1.94,12.35,4.3,2.59,11.24,4.049,24
2025-07-27T00:00:00.000Z,2.34,6.48,5.05,3.63,5.9,1.32,24
2025-07-28T00:00:00.000Z,3,7.45,5.38,3.45,6.56,1.516,24
2025-07-29T00:00:00.000Z,3.88,8.09,4.43,4.28,7.25,1.557,24
2025-07-30T00:00:00.000Z,3.14,11.24,5.21,3.96,9.42,2.775,24
2025-07-31T00:00:00.000Z,3.5,7.46,4.83,3.86,6.07,1.216,24
2025-08-01T00:00:00.000Z,2.38,5.99,3.65,2.92,4.13,0.86,24
2025-08-02T00:00:00.000Z,1.81,4.79,3.04,2.34,3.4,0.748,24
2025-08-03T00:00:00.000Z,1.7,7.78,5.41,2.76,6.89,2.152,24
2025-08-04T00:00:00.000Z,1.61,7.35,4.55,1.91,5.23,1.909,24
2025-08-05T00:00:00.000Z,1.01,2.9,1.99,1.27,2.29,0.577,24
2025-08-06T00:00:00.000Z,2.38,3.76,3.34,3.14,3.46,0.324,24
2025-08-07T00:00:00.000Z,3.33,5.07,4.75,4.41,4.95,0.496,24
2025-08-08T00:00:00.000Z,2.36,11.14,4.91,3.47,10.13,3.324,24
2025-08-09T00:00:00.000Z,1.75,5.77,3.28,2.22,3.72,0.984,24
2025-08-10T00:00:00.000Z,6.53,16.54,11.41,8.52,14.65,3.417,24
2025-08-11T00:00:00.000Z,9.11,16.07,10.58,9.49,15.76,2.942,24
2025-08-12T00:00:00.000Z,8.46,20.17,12.61,9.1,16.57,3.902,24
2025-08-13T00:00:00.000Z,14.62,22.01,17.13,16.35,18.52,1.794,24
2025-08-14T00:00:00.000Z,1.25,18.27,5.05,1.52,17.32,7.314,24
2025-08-15T00:00:00.000Z,1.66,10.77,3.25,2.38,4.47,2.437,24
2025-08-16T00:00:00.000Z,4.86,12,8.02,5.86,10.97,2.536,24
2025-08-17T00:00:00.000Z,2.4,5.01,3.73,3.54,4.88,0.788,24
2025-08-18T00:00:00.000Z,1.39,4.63,2.44,2.04,3.68,0.94,24
2025-08-19T00:00:00.000Z,2.31,7.21,4.88,3.76,6.03,1.356,24
2025-08-20T00:00:00.000Z,2.1,5.07,3.25,2.75,3.64,0.779,24
2025-08-21T00:00:00.000Z,1.61,3.52,3.09,1.96,3.34,0.724,24
2025-08-22T00:00:00.000Z,1.13,4.03,2.98,2.2,3.42,0.866,24
2025-08-23T00:00:00.000Z,4.32,6.6,4.93,4.7,5.52,0.625,24
2025-08-24T00:00:00.000Z,1.9,5.74,3.46,2.21,4.96,1.392,24
2025-08-25T00:00:00.000Z,1.35,10.62,4,2.09,5.79,2.681,24
2025-08-26T00:00:00.000Z,2.21,6.63,3.35,2.78,5.18,1.486,24
2025-08-27T00:00:00.000Z,2.45,3.33,2.99,2.86,3.19,0.243,24
2025-08-28T00:00:00.000Z,1.19,3.22,1.59,1.36,2.76,0.722,24
2025-08-29T00:00:00.000Z,1.78,4.9,2.72,2.19,3.39,0.823,24
2025-08-30T00:00:00.000Z,1.06,3.83,1.82,1.38,3.2,0.931,24
2025-08-31T00:00:00.000Z,1.47,3.53,2.17,1.72,2.79,0.627,24
2025-09-01T00:00:00.000Z,1.77,3.42,2.31,2.12,2.78,0.438,24
2025-09-02T00:00:00.000Z,2.04,3.49,2.72,2.4,2.9,0.356,24
2025-09-03T00:00:00.000Z,0.75,4.7,2.5,2.19,3.15,0.901,24
2025-09-04T00:00:00.000Z,0.8,3.06,1.94,1.25,2.36,0.674,24
2025-09-05T00:00:00.000Z,0.89,3.76,2.57,1.58,3.16,0.873,24
2025-09-06T00:00:00.000Z,0.98,5.64,3.38,1.57,4.92,1.617,24
2025-09-07T00:00:00.000Z,1.51,5.73,2.47,1.93,3.99,1.245,24
2025-09-08T00:00:00.000Z,1.31,2.76,1.8,1.6,2.06,0.348,24
2025-09-09T00:00:00.000Z,1.11,4.53,2.31,1.77,3.07,0.943,24
2025-09-10T00:00:00.000Z,1.56,12.87,2.29,2.06,2.9,2.959,24
2025-09-11T00:00:00.000Z,1.62,3.66,2.63,2.4,2.96,0.441,24
2025-09-12T00:00:00.000Z,1.11,2.86,1.56,1.4,1.78,0.439,24
2025-09-13T00:00:00.000Z,1.22,3.45,1.68,1.4,2.31,0.654,24
2025-09-14T00:00:00.000Z,1.33,3.29,2.54,2.29,2.78,0.474,24
2025-09-15T00:00:00.000Z,1.24,3.28,2.25,1.6,2.91,0.678,24
2025-09-16T00:00:00.000Z,0.83,2.2,1.67,1.11,2.02,0.467,24
2025-09-17T00:00:00.000Z,1.91,5.42,3.37,2.41,4.51,1.163,24
2025-09-18T00:00:00.000Z,2.27,8.94,4.91,3.31,5.86,1.758,24
2025-09-19T00:00:00.000Z,2.79,11.81,4.99,4.16,8.26,2.809,24
2025-09-20T00:00:00.000Z,0.77,18.19,9.36,3.24,12.83,5.329,24
2025-09-21T00:00:00.000Z,0.32,1.97,1.57,0.59,1.86,0.632,24
2025-09-22T00:00:00.000Z,1.54,2.75,1.96,1.69,2.37,0.376,24
2025-09-23T00:00:00.000Z,1.96,3.23,2.71,2.33,2.88,0.314,24
2025-09-24T00:00:00.000Z,0.76,3.17,2.23,1.43,2.64,0.716,24
2025-09-25T00:00:00.000Z,1.22,3.55,1.97,1.62,2.49,0.596,24
2025-09-26T00:00:00.000Z,2.25,18.98,5.53,2.54,8.82,4.945,24
2025-09-27T00:00:00.000Z,3.46,22.58,15.36,6.17,21.71,7.19,24
2025-09-28T00:00:00.000Z,8.52,24.75,13.22,9.07,16.77,4.988,24
2025-09-29T00:00:00.000Z,4.2,25.63,16.66,6.27,21.35,7.478,24
2025-09-30T00:00:00.000Z,4.38,18.98,10.7,7.53,14.19,4.213,24
2025-10-01T00:00:00.000Z,8.6,21.74,12.29,11.16,16.48,3.553,24
2025-10-02T00:00:00.000Z,7.04,30.09,17.3,11.1,28.28,8.498,24
2025-10-03T00:00:00.000Z,0.53,10.66,5.46,2.54,8.81,3.468,24
2025-10-04T00:00:00.000Z,0.97,2.74,1.92,1.58,2.25,0.423,24
2025-10-05T00:00:00.000Z,0.77,2.54,1.86,1.42,2.25,0.539,24
2025-10-06T00:00:00.000Z,2,5.16,2.77,2.27,3.36,1.006,24
2025-10-07T00:00:00.000Z,1.98,7.54,4.16,2.89,4.88,1.617,24
2025-10-08T00:00:00.000Z,3.45,7.68,5.44,4.75,6.19,1.056,24
2025-10-09T00:00:00.000Z,3.35,8.55,5.39,4.15,7.46,1.661,24
2025-10-10T00:00:00.000Z,8.46,16.25,11.44,10.29,14.74,2.455,24
2025-10-11T00:00:00.000Z,14.87,24.04,18.84,17.02,20.37,2.443,24
2025-10-12T00:00:00.000Z,9.59,28.3,25.88,18.94,27.38,5.821,24
2025-10-13T00:00:00.000Z,1.21,17.48,5.97,2.61,11.5,5.062,24
2025-10-14T00:00:00.000Z,1.08,9.44,4.73,3.3,6.76,2.511,24
2025-10-15T00:00:00.000Z,2.38,5.71,4.68,3.4,5.4,1.043,24
2025-10-16T00:00:00.000Z,3.34,11.19,5.04,4.33,7.21,2.277,24
2025-10-17T00:00:00.000Z,4.04,10.25,5.28,4.46,6.79,1.566,24
2025-10-18T00:00:00.000Z,4.76,18.64,14.88,10.67,17.05,4.379,24
2025-10-19T00:00:00.000Z,3.84,15.09,11.05,9.44,12.28,2.39,24
2025-10-20T00:00:00.000Z,1.7,26.33,2.85,2.31,4.01,7.402,24
2025-10-21T00:00:00.000Z,1.39,12.73,2.34,1.82,2.92,2.375,24
2025-10-22T00:00:00.000Z,2.58,7.4,4.16,3.19,5.03,1.29,24
2025-10-23T00:00:00.000Z,1,4.86,1.65,1.34,2.22,0.82,24
2025-10-24T00:00:00.000Z,1.06,2.61,1.33,1.14,1.86,0.525,24
2025-10-25T00:00:00.000Z,1.01,2.52,1.51,1.32,2.04,0.439,24
2025-10-26T00:00:00.000Z,0.56,2.18,1.13,0.8,1.72,0.513,24
2025-10-27T00:00:00.000Z,1.07,3.51,1.86,1.38,2.48,0.706,24
2025-10-28T00:00:00.000Z,0.56,5.13,1.98,1.17,2.88,1.32,24
2025-10-29T00:00:00.000Z,1.19,9.11,2.81,1.28,5.05,2.539,24
2025-10-30T00:00:00.000Z,1.97,4.88,3.15,2.91,3.68,0.758,24
2025-10-31T00:00:00.000Z,2.78,4.51,3.19,3.01,3.84,0.478,24
2025-11-01T00:00:00.000Z,1.14,8.86,2.04,1.67,3.45,2.068,24
2025-11-02T00:00:00.000Z,0.96,9.59,3.11,1.48,4.18,2.121,24
2025-11-03T00:00:00.000Z,1.93,5.74,3.26,2.7,3.67,0.861,24
2025-11-04T00:00:00.000Z,1.68,8.35,3.61,2.41,4.3,1.577,24
2025-11-05T00:00:00.000Z,3.18,9.49,3.58,3.27,5.43,2.035,24
2025-11-06T00:00:00.000Z,3.83,17.96,5.15,4.34,7.54,3.86,24
2025-11-07T00:00:00.000Z,3.62,19.94,9.89,6.17,18.17,5.925,24
2025-11-08T00:00:00.000Z,2.6,39.22,4.54,3.34,6.31,11.015,24
2025-11-09T00:00:00.000Z,2.73,34.11,4.92,3.92,18.04,9.968,24
2025-11-10T00:00:00.000Z,2.12,4.93,3.09,2.64,3.54,0.737,24
2025-11-11T00:00:00.000Z,1.82,4.14,3.5,2.61,3.64,0.682,24
2025-11-12T00:00:00.000Z,3.08,8.05,4.14,3.45,6.86,1.85,24
2025-11-13T00:00:00.000Z,3.58,19.96,5.22,4.36,7.47,4.011,24
2025-11-14T00:00:00.000Z,21.67,28.18,26.8,25.57,28.12,1.945,11